Date and Time,Site,Source IP Address,User Name,Application Name,Application Category,Reputation,URL Category,Action Taken,Isolation Type,Total Bytes,Downloaded Bytes,Uploaded Bytes,Client IP Address,Destination IP Address,Destination Port,Protection Area,Malware Name,Block Reason,Rule Name,URL,Method,Content Type,Browser Name,Browser Version,Agent Name,HTTP Status,Location,Process Name,MCP,POP ID,POP Country Code,HTTP Referer,RBI,HTTPS Scanning,AV Upload Scan Enabled,AV Download Scan Enabled,Client Hostname,Filename,POP Egress IP,POP Ingress IP,Proxy Port,DLP Scanning,Malware Probability,Domain Fronting Host,SSL Client Protocol,SSL Server Protocol,Domain Fronting URL,Transaction Time,Processing Time,Time to First Byte from Server,Time to Last Byte from Server
2026-07-16T16:26:57,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66562,64986,1576,10.20.133.43,34.233.251.59,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,Adobe UXP Runtime/uxp-9.3.0-local (darwin 25.4.0; arm64) Illustrator/30.6.0 com.adobe.ccx.start/10.9.1.1,403,,adobe illustrator,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,189ms ,64ms ,0s,0s
2026-07-16T16:26:56,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66047,64193,1854,10.20.133.43,54.80.233.240,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,CoreSync: 7.8.10.1 And MacOS Version 26.4 (Build 25E246),403,,core sync,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,358ms ,63ms ,0s,0s
2026-07-16T16:26:30,a.nel.cloudflare.com,38.7.102.74,advc2808,Cloudflare,Networking,Minimal Risk,Internet Services,BLOCK,None,65784,65145,639,10.20.133.43,35.190.80.1,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,a.nel.cloudflare.com/report/v4,OPTIONS,application/x-empty,Electron,41.1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) canvadesktopapp-prod/1.122.1 Chrome/146.0.7680.166 Electron/41.1.0 Safari/537.36 (distribution-channel/mac-app-s",403,,canva helper,true,257,US,,false,true,false,false,bd01l05010.local,v4,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,298ms ,64ms ,0s,0s
2026-07-16T16:25:49,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,65861,64232,1629,10.20.133.43,54.243.201.13,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,CCLibrary/4.18.0 darwin/arm64/25.4.0,403,,creative cloud libraries synchr,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,206ms ,73ms ,0s,0s
2026-07-16T16:25:45,hbrt.adobe.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,61374,61374,0,10.20.133.43,192.147.130.245,443,No Web Access,,TLS handshake failed,handshakefailed,hbrt.adobe.com/,CONNECT,application/x-empty,Other,,,500,,adobe photoshop 2026,true,257,US,,false,true,false,false,bd01l05010.local,,131.229.181.47,131.229.181.147,8080,false,0,,,,,24s 860ms ,25ms ,0s,0s
2026-07-16T16:25:34,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66047,64193,1854,10.20.133.43,54.80.233.240,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,CoreSync: 7.8.10.1 And MacOS Version 26.4 (Build 25E246),403,,core sync,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,197ms ,63ms ,0s,0s
2026-07-16T16:25:30,a.nel.cloudflare.com,38.7.102.74,advc2808,Cloudflare,Networking,Minimal Risk,Internet Services,BLOCK,None,65776,65141,635,10.20.133.43,35.190.80.1,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,a.nel.cloudflare.com/report/v4,OPTIONS,application/x-empty,Electron,41.1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) canvadesktopapp-prod/1.122.1 Chrome/146.0.7680.166 Electron/41.1.0 Safari/537.36 (distribution-channel/mac-app-s",403,,canva helper,true,257,US,,false,true,false,false,bd01l05010.local,v4,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,306ms ,69ms ,0s,0s
2026-07-16T16:25:22,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66775,65117,1658,10.20.133.43,174.129.240.188,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,Adobe UXP Runtime/uxp-9.3.0-uxp (darwin 25.4.0; arm64) Adobe Photoshop/27.8.0 com.adobe.ccx.start/10.9.0.13,403,,adobe photoshop 2026,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,187ms ,61ms ,0s,0s
2026-07-16T16:25:15,chrome.cloudflare-dns.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Anonymizing Utilities,BLOCK,None,64490,64117,373,10.20.133.43,162.159.61.3,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,chrome.cloudflare-dns.com/dns-query,POST,application/x-empty,Other,,Chrome,403,,microsoft teams webview helper,true,257,US,,false,true,false,false,bd01l05010.local,dns-query,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,240ms ,61ms ,0s,0s
2026-07-16T16:25:05,dns.google,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Internet Services,BLOCK,None,64587,64242,345,10.20.133.43,8.8.4.4,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,dns.google/dns-query,GET,application/x-empty,Other,,Chrome,403,,microsoft teams webview helper,true,257,US,,false,true,false,false,bd01l05010.local,dns-query,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,320ms ,66ms ,0s,0s
2026-07-16T16:24:56,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66561,64985,1576,10.20.133.43,52.87.25.189,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,Adobe UXP Runtime/uxp-9.3.0-local (darwin 25.4.0; arm64) Illustrator/30.6.0 com.adobe.ccx.start/10.9.1.1,403,,adobe illustrator,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,851ms ,79ms ,0s,0s
2026-07-16T16:24:30,a.nel.cloudflare.com,38.7.102.74,advc2808,Cloudflare,Networking,Minimal Risk,Internet Services,BLOCK,None,65772,65139,633,10.20.133.43,35.190.80.1,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,a.nel.cloudflare.com/report/v4,OPTIONS,application/x-empty,Electron,41.1.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) canvadesktopapp-prod/1.122.1 Chrome/146.0.7680.166 Electron/41.1.0 Safari/537.36 (distribution-channel/mac-app-s",403,,canva helper,true,257,US,,false,true,false,false,bd01l05010.local,v4,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,289ms ,66ms ,0s,0s
2026-07-16T16:24:29,www.bbc.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,General News,BLOCK,None,67866,64852,3014,10.20.133.43,151.101.252.81,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,www.bbc.com/,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,,false,true,false,false,bd01l05010.local,,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,288ms ,66ms ,0s,0s
2026-07-16T16:24:13,api.oaistatsig.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Internet Services,BLOCK,None,65517,64903,614,10.20.133.43,172.64.145.103,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,api.oaistatsig.com/v1/sdk_exception,OPTIONS,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://chatgpt.com/,false,true,false,false,bd01l05010.local,sdk_exception,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,370ms ,66ms ,0s,0s
2026-07-16T16:24:12,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,66047,64193,1854,10.20.133.43,18.232.19.173,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,CoreSync: 7.8.10.1 And MacOS Version 26.4 (Build 25E246),403,,core sync,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,244ms ,76ms ,0s,0s
2026-07-16T16:24:12,chatgpt.com,38.7.102.74,advc2808,OpenAI - ChatGPT,Artificial Intelligence,Minimal Risk,"Interactive Web Applications,Artificial Intelligence",BLOCK,None,77241,65139,12102,10.20.133.43,172.64.155.209,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,chatgpt.com/ces/v1/rgstr,POST,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://chatgpt.com/c/6a58f5ef-8fe4-83e8-971b-85e7bd9554c2,false,true,false,false,bd01l05010.local,rgstr,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,228ms ,71ms ,0s,0s
2026-07-16T16:24:02,chatgpt.com,38.7.102.74,advc2808,OpenAI - ChatGPT,Artificial Intelligence,Minimal Risk,"Interactive Web Applications,Artificial Intelligence",BLOCK,None,75898,64997,10901,10.20.133.43,172.64.155.209,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,chatgpt.com/backend-api/conversation/init,POST,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://chatgpt.com/c/6a58f5ef-8fe4-83e8-971b-85e7bd9554c2,false,true,false,false,bd01l05010.local,init,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,252ms ,75ms ,0s,0s
2026-07-16T16:24:01,chatgpt.com,38.7.102.74,advc2808,OpenAI - ChatGPT,Artificial Intelligence,Minimal Risk,"Interactive Web Applications,Artificial Intelligence",BLOCK,None,75771,65040,10731,10.20.133.43,104.18.32.47,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,chatgpt.com/backend-api/conversations,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://chatgpt.com/c/6a58f5ef-8fe4-83e8-971b-85e7bd9554c2,false,true,false,false,bd01l05010.local,conversations,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,205ms ,66ms ,0s,0s
2026-07-16T16:23:54,chrome.cloudflare-dns.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Anonymizing Utilities,BLOCK,None,64489,64116,373,10.20.133.43,172.64.41.3,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,chrome.cloudflare-dns.com/dns-query,POST,application/x-empty,Other,,Chrome,403,,microsoft teams webview helper,true,257,US,,false,true,false,false,bd01l05010.local,dns-query,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,303ms ,59ms ,0s,0s
2026-07-16T16:23:50,www.bbc.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,General News,BLOCK,None,67866,64852,3014,10.20.133.43,151.101.252.81,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,www.bbc.com/,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,,false,true,false,false,bd01l05010.local,,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,213ms ,70ms ,0s,0s
2026-07-16T16:23:48,ss-prod-ue1-ns.aws.adobess.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,"Business,Software/Hardware",BLOCK,None,65861,64232,1629,10.20.133.43,18.232.19.173,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ss-prod-ue1-ns.aws.adobess.com/api/v1/notifications,GET,application/x-empty,Other,,CCLibrary/4.18.0 darwin/arm64/25.4.0,403,,creative cloud libraries synchr,true,257,US,,false,true,false,false,bd01l05010.local,notifications,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,197ms ,66ms ,0s,0s
2026-07-16T16:23:47,pagead2.googlesyndication.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Web Ads,BLOCK,None,65343,64888,455,10.20.133.43,142.251.214.162,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,pagead2.googlesyndication.com/pagead/js/lidar.js,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,lidar.js,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,9s 185ms ,65ms ,0s,0s
2026-07-16T16:23:45,dns.google,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Internet Services,BLOCK,None,64587,64242,345,10.20.133.43,8.8.8.8,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,dns.google/dns-query,GET,application/x-empty,Other,,Chrome,403,,microsoft teams webview helper,true,257,US,,false,true,false,false,bd01l05010.local,dns-query,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,312ms ,65ms ,0s,0s
2026-07-16T16:23:40,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65468,64891,577,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/la-prensa/assets/pateando_solo.jpg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,pateando_solo.jpg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,313ms ,66ms ,0s,0s
2026-07-16T16:23:40,img.youtube.com,38.7.102.74,advc2808,YouTube,Content Sharing,Minimal Risk,Content Server,BLOCK,None,65450,64888,562,10.20.133.43,142.250.176.78,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,img.youtube.com/vi/12hu6DbVYYs/sddefault.jpg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,sddefault.jpg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,299ms ,66ms ,0s,0s
2026-07-16T16:23:40,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65468,64890,578,10.20.133.43,104.21.76.80,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/la-prensa/assets/quesiqueswebp.webp,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,quesiqueswebp.webp,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,279ms ,67ms ,0s,0s
2026-07-16T16:23:40,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65460,64887,573,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/la-prensa/assets/card-user.svg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,card-user.svg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,288ms ,65ms ,0s,0s
2026-07-16T16:23:40,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65458,64886,572,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/la-prensa/assets/tal_cual.jpg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,tal_cual.jpg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,313ms ,66ms ,0s,0s
2026-07-16T16:23:40,googleads.g.doubleclick.net,38.7.102.74,advc2808,Google Marketing Platform,Marketing,Minimal Risk,Web Ads,BLOCK,None,66460,65496,964,10.20.133.43,142.250.176.66,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,googleads.g.doubleclick.net/pagead/viewthroughconversion/16798382956/,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,329ms ,65ms ,0s,0s
2026-07-16T16:23:40,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65370,64895,475,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/la-prensa/evolok/ev-em.min.css,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,ev-em.min.css,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,271ms ,64ms ,0s,0s
2026-07-16T16:23:40,img.youtube.com,38.7.102.74,advc2808,YouTube,Content Sharing,Minimal Risk,Content Server,BLOCK,None,65450,64888,562,10.20.133.43,142.251.34.142,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,img.youtube.com/vi/1KcC2aTE2n4/sddefault.jpg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,sddefault.jpg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,321ms ,69ms ,0s,0s
2026-07-16T16:23:40,googleads.g.doubleclick.net,38.7.102.74,advc2808,Google Marketing Platform,Marketing,Minimal Risk,Web Ads,BLOCK,None,66561,65484,1077,10.20.133.43,142.251.35.98,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,googleads.g.doubleclick.net/pagead/viewthroughconversion/16798382956/,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,270ms ,62ms ,0s,0s
2026-07-16T16:23:39,img.youtube.com,38.7.102.74,advc2808,YouTube,Content Sharing,Minimal Risk,Content Server,BLOCK,None,65450,64888,562,10.20.133.43,142.251.210.78,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,img.youtube.com/vi/InlWpiv3U3c/sddefault.jpg,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,sddefault.jpg,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,259ms ,71ms ,0s,0s
2026-07-16T16:23:39,multimedia.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Business,BLOCK,None,65466,64890,576,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,multimedia.corprensa.com/suscribete/assets/unibank-13.webp,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,unibank-13.webp,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,188ms ,62ms ,0s,0s
2026-07-16T16:23:39,cdn.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Content Server,BLOCK,None,65497,64953,544,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,cdn.corprensa.com/server.php,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,server.php,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,1s 333ms ,61ms ,0s,0s
2026-07-16T16:23:39,cdn.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Content Server,BLOCK,None,65427,64906,521,10.20.133.43,172.67.191.106,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,cdn.corprensa.com/la-prensa/titulares/mautic/form-portada.html,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,form-portada.html,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,350ms ,70ms ,0s,0s
2026-07-16T16:23:39,ad.doubleclick.net,38.7.102.74,advc2808,Google Marketing Platform,Marketing,Minimal Risk,Web Ads,BLOCK,None,65548,64955,593,10.20.133.43,192.178.50.70,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,ad.doubleclick.net/ccm/s/collect,POST,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,collect,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,360ms ,63ms ,0s,0s
2026-07-16T16:23:39,s.go-mpulse.net,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Content Server,BLOCK,None,65352,64899,453,10.20.133.43,23.217.124.164,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,s.go-mpulse.net/boomerang/FZ45R-XNEYK-7JYPC-93F5Q-T5UPP,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,FZ45R-XNEYK-7JYPC-93F5Q-T5UPP,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,470ms ,62ms ,0s,0s
2026-07-16T16:23:39,cdn.corprensa.com,38.7.102.74,advc2808,Unknown,Unknown,Minimal Risk,Content Server,BLOCK,None,65425,64904,521,10.20.133.43,104.21.76.80,443,No Web Access,,Blocked by URL filtering,Block URLs Whose Category is Listed in Blocked URL Categories,cdn.corprensa.com/la-prensa/titulares/mautic/form-portada.html,GET,application/x-empty,Safari,26.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Safari/605.1.15",403,,safari,true,257,US,https://www.prensa.com/,false,true,false,false,bd01l05010.local,form-portada.html,131.229.181.47,131.229.181.147,8080,false,0,,TLSv1.3,,,343ms ,64ms ,0s,0s
